Palavra-chave de pesquisa
1 de janeiro de 2026 - 6 de julho de 2026
Dia,Pesquisar palavra-chave,Status da palavra-chave da rede de pesquisa,Motivos do status da palavra-chave da rede de pesquisa,Pesquisar tipo de correspondência de palavra-chave,Campanha,Grupo de anúncios,Código da moeda,CPC máx. da palavra-chave,Cliques,Impr.,CTR,CPC méd.,Custo,% de impr. (1ª posição),% de impr. (parte sup.),Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.,CPM médio
2026-07-01,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-07-04,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,22,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-07-05,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,55,"0,00%",0,"0,00","20,00%","40,00%","0,00",0,0,0,"0,00"
2026-07-06,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,27,"0,00%",0,"0,00","8,33%","50,00%","0,00",0,0,0,"0,00"
2026-01-26,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-01-27,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,11,"0,00%",0,"0,00","33,33%","66,67%","0,00",0,0,0,"0,00"
2026-01-28,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,15,"0,00%",0,"0,00","27,27%","72,73%","0,00",0,0,0,"0,00"
2026-01-29,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,7,"0,00%",0,"0,00","28,57%","85,71%","0,00",0,0,0,"0,00"
2026-01-30,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,6,"0,00%",0,"0,00","33,33%","66,67%","0,00",0,0,0,"0,00"
2026-01-31,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,6,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-01,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,11,"0,00%",0,"0,00","20,00%","60,00%","0,00",0,0,0,"0,00"
2026-02-02,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,14,"0,00%",0,"0,00","28,57%","78,57%","0,00",0,0,0,"0,00"
2026-02-04,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,8,"0,00%",0,"0,00","28,57%","57,14%","0,00",0,0,0,"0,00"
2026-02-05,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-07,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-08,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-09,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-11,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,3,"0,00%",0,"0,00","0,00%","33,33%","0,00",0,0,0,"0,00"
2026-02-12,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,3,"0,00%",0,"0,00","33,33%","100,00%","0,00",0,0,0,"0,00"
2026-02-13,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-14,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-15,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-16,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-17,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-21,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-23,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,3,"0,00%",0,"0,00","33,33%","100,00%","0,00",0,0,0,"0,00"
2026-02-27,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-28,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-02,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-03-03,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-04,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,2,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-07,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-03-08,aspirador de pó sem fio,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-12,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-01-14,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,9,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-20,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,40,"0,00%",0,"0,00","42,11%","73,68%","0,00",0,0,0,"0,00"
2026-01-21,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,41,"0,00%",0,"0,00","12,50%","70,83%","0,00",0,0,0,"0,00"
2026-01-22,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,4,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-23,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,4,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-24,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,19,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-25,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,18,"0,00%",0,"0,00","91,67%","91,67%","0,00",0,0,0,"0,00"
2026-01-28,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,14,"0,00%",0,"0,00","33,33%","83,33%","0,00",0,0,0,"0,00"
2026-01-31,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,60,"0,00%",0,"0,00","12,77%","48,94%","0,00",0,0,0,"0,00"
2026-02-04,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,55,"0,00%",0,"0,00","17,02%","68,09%","0,00",0,0,0,"0,00"
2026-02-05,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-07,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-08,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,4,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-10,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-11,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,8,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-12,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,12,"0,00%",0,"0,00","54,55%","81,82%","0,00",0,0,0,"0,00"
2026-02-13,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,13,"0,00%",0,"0,00","75,00%","83,33%","0,00",0,0,0,"0,00"
2026-02-16,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,3,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-17,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,17,"0,00%",0,"0,00","57,14%","85,71%","0,00",0,0,0,"0,00"
2026-02-18,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-19,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,8,"0,00%",0,"0,00","60,00%","80,00%","0,00",0,0,0,"0,00"
2026-02-20,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,7,"0,00%",0,"0,00","57,14%","85,71%","0,00",0,0,0,"0,00"
2026-02-21,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,10,"0,00%",0,"0,00","70,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-22,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,6,"0,00%",0,"0,00","66,67%","100,00%","0,00",0,0,0,"0,00"
2026-02-24,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,5,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-25,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,5,"0,00%",0,"0,00","20,00%","60,00%","0,00",0,0,0,"0,00"
2026-02-26,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,9,"0,00%",0,"0,00","71,43%","100,00%","0,00",0,0,0,"0,00"
2026-02-27,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,10,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-28,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,9,"0,00%",0,"0,00","77,78%","100,00%","0,00",0,0,0,"0,00"
2026-03-01,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,12,"0,00%",0,"0,00","63,64%","100,00%","0,00",0,0,0,"0,00"
2026-03-02,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,20,"0,00%",0,"0,00","61,11%","77,78%","0,00",0,0,0,"0,00"
2026-03-03,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,7,"0,00%",0,"0,00","16,67%","50,00%","0,00",0,0,0,"0,00"
2026-03-04,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-05,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-03-06,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,4,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-08,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-09,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-10,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-11,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-13,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,2,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-14,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,4,"0,00%",0,"0,00","50,00%","75,00%","0,00",0,0,0,"0,00"
2026-03-15,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-16,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,4,"0,00%",0,"0,00","75,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-17,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-03-18,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,2,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-20,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-03-21,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,4,"0,00%",0,"0,00","50,00%","75,00%","0,00",0,0,0,"0,00"
2026-03-22,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,3,"0,00%",0,"0,00","33,33%","66,67%","0,00",0,0,0,"0,00"
2026-03-23,aspirador de pó vertical,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-18,electrolux aspirador de pó,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-09,electrolux aspirador de pó,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-17,electrolux aspirador de pó,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-18,electrolux aspirador de pó,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,16,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-19,electrolux aspirador de pó,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-21,electrolux aspirador de pó,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-05-22,electrolux aspirador de pó,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-23,electrolux aspirador de pó,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-24,electrolux aspirador de pó,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,9,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-25,electrolux aspirador de pó,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-10,electrolux aspirador de pó,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-07-02,electrolux aspirador de pó,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-07-03,electrolux aspirador de pó,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-07-04,electrolux aspirador de pó,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
2026-01-14,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-01-15,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,7,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-16,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,20,"0,00%",0,"0,00","69,23%","100,00%","0,00",0,0,0,"0,00"
2026-01-22,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,4,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-23,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-24,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-25,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,5,"0,00%",0,"0,00","80,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-26,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,44,"0,00%",0,"0,00","21,95%","85,37%","0,00",0,0,0,"0,00"
2026-01-27,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,27,"0,00%",0,"0,00","39,13%","82,61%","0,00",0,0,0,"0,00"
2026-01-28,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,5,"0,00%",0,"0,00","40,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-29,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,45,"0,00%",0,"0,00","51,28%","87,18%","0,00",0,0,0,"0,00"
2026-02-01,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,11,"0,00%",0,"0,00","20,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-09,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-10,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-11,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-12,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-15,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-16,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00","66,67%","100,00%","0,00",0,0,0,"0,00"
2026-02-19,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,16,"0,00%",0,"0,00","60,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-20,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,9,"0,00%",0,"0,00","57,14%","85,71%","0,00",0,0,0,"0,00"
2026-02-22,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,7,"0,00%",0,"0,00","75,00%","75,00%","0,00",0,0,0,"0,00"
2026-02-23,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,15,"0,00%",0,"0,00","84,62%","92,31%","0,00",0,0,0,"0,00"
2026-02-24,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,11,"0,00%",0,"0,00","72,73%","90,91%","0,00",0,0,0,"0,00"
