Relatório de insights sobre termos de pesquisa
1 de janeiro de 2026 - 7 de julho de 2026
Categoria de pesquisa,Subcategoria de pesquisa,Termos de pesquisa,Impressões,Cliques,Conversões,Valor conv.,CTR,Taxa de conv.,Volume de pesquisa
purificador e umidificador de ar,Termos de pesquisa sem classificação,umidificador com filtro,3,0,"0,00","0,00","0,00%","0,00%", --
purificador e umidificador de ar,Termos de pesquisa sem classificação,umidificador com purificador de ar,2,0,"0,00","0,00","0,00%","0,00%", --
purificador e umidificador de ar,Termos de pesquisa sem classificação,umidificador de ar com purificador,1,0,"0,00","0,00","0,00%","0,00%", --
purificador e umidificador de ar,Termos de pesquisa sem classificação,umidificador de ar e purificador,4,0,"0,00","0,00","0,00%","0,00%", --
purificador e umidificador de ar,Termos de pesquisa sem classificação,umidificador e purificador,2,0,"0,00","0,00","0,00%","0,00%", --
purificador e umidificador de ar,Termos de pesquisa sem classificação,umidificador purificador,1,0,"0,00","0,00","0,00%","0,00%", --
purificador e umidificador de ar,Termos de pesquisa sem classificação,umidificador purificador de ar,5,0,"0,00","0,00","0,00%","0,00%", --
aspirador de água,Subcategoria: total, --,99,3,"1,00","1,00","3,03%","33,33%",10.000 - 100.000
aspirador de água,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
aspirador de água,Termos de pesquisa sem classificação,aspirador de água,7,1,"0,00","0,00","14,29%","0,00%", --
aspirador de água,Termos de pesquisa sem classificação,aspirador com agua,43,1,"0,00","0,00","2,33%","0,00%", --
aspirador de água,Termos de pesquisa sem classificação,aspirador a base de agua,8,1,"1,00","1,00","12,50%","100,00%", --
aspirador de água,Termos de pesquisa sem classificação,aspirador a agua,2,0,"0,00","0,00","0,00%","0,00%", --
aspirador de água,Termos de pesquisa sem classificação,aspirador agua,7,0,"0,00","0,00","0,00%","0,00%", --
aspirador de água,Termos de pesquisa sem classificação,aspirador com água,2,0,"0,00","0,00","0,00%","0,00%", --
aspirador de água,Termos de pesquisa sem classificação,aspirador de agua,21,0,"0,00","0,00","0,00%","0,00%", --
aspirador de água,Termos de pesquisa sem classificação,aspirador para agua,1,0,"0,00","0,00","0,00%","0,00%", --
aspirador de água,Termos de pesquisa sem classificação,aspirador puxa agua,1,0,"0,00","0,00","0,00%","0,00%", --
aspirador de água,Termos de pesquisa sem classificação,aspirador que suga água,1,0,"0,00","0,00","0,00%","0,00%", --
aspirador de água,Termos de pesquisa sem classificação,aspirador que usa agua,2,0,"0,00","0,00","0,00%","0,00%", --
aspirador de água,Termos de pesquisa sem classificação,aspiradora a base de agua,1,0,"0,00","0,00","0,00%","0,00%", --
aspirador de água,Termos de pesquisa sem classificação,aspiradora de agua,1,0,"0,00","0,00","0,00%","0,00%", --
aspirador de água,Termos de pesquisa sem classificação,aspiradores com agua,1,0,"0,00","0,00","0,00%","0,00%", --
aspirador de água,Termos de pesquisa sem classificação,aspiradores de agua,1,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Subcategoria: total, --,288,6,"0,00","0,00","2,08%","0,00%",10.000 - 100.000
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva para tirar pelo de cachorro,8,1,"0,00","0,00","12,50%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva tira pelo cachorro,3,1,"0,00","0,00","33,33%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva banho pet,7,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva de escovar cachorro,2,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva de tirar pelo de cachorro,1,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva escova cachorro,11,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva escova pet,7,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva escovar cachorro,1,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva lavar cachorro,1,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva magnetica gato,1,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva para banho a seco pet,1,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva para banho em gato,1,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva para banho gato,1,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva para escovar cachorro,21,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva para escovar pelo de cachorro,1,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva para limpar cachorro,1,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva para pelo de cachorro,8,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva para pelos de cachorro,4,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva para pentear cachorro,2,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva pelo cachorro,1,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva pelo pet,1,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva removedora de pelos pet,9,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva tira pelos pet,1,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luva tirar pelo cachorro,1,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luvas para escovar caes,18,0,"0,00","0,00","0,00%","0,00%", --
luva para tirar pelo de cachorro,Termos de pesquisa sem classificação,luvas para limpar cachorro,2,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Subcategoria: total, --,2.252,32,"11,00","11,00","1,42%","34,38%",1.000.000 - 10.000.000
umidificador de ar,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificador de ar,1.518,28,"11,00","11,00","1,84%","39,29%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificador,501,3,"0,00","0,00","0,60%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,aparelho de umidificador,4,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,aparelho umidificador,3,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,ar umidificador,1,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,humidificador de ar,16,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,o umidificador de ar,1,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificador ar,17,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificador arc,1,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificador chique,2,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificador com,1,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificador de,2,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificador de ar brasil,1,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificador de ar cinza,1,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificador de ar loja,1,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificador de ar preto,30,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificador de ar sp,1,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificador de ar star wars,2,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificador de chuva,2,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificador design,2,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificador do ar,2,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificador embutido,1,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificador para banheiro,2,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificador preto,27,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificador umi,1,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificadores,15,0,"0,00","0,00","0,00%","0,00%", --
umidificador de ar,Termos de pesquisa sem classificação,umidificadores de ar,4,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Subcategoria: total, --,2.499,20,"0,00","0,00","0,80%","0,00%",100.000 - 1.000.000
escova para pelo de gato,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova para pelo de gato,19,2,"0,00","0,00","10,53%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova a vapor para gatos,100,2,"0,00","0,00","2,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova pelo gato,10,1,"0,00","0,00","10,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova para pelos de gatos,10,1,"0,00","0,00","10,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova a vapor gato,2,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova a vapor gatos,7,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova a vapor para caes e gatos,1,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova a vapor para cães e gatos,1,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova a vapor para gato,17,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova a vapor para gatos faz mal,2,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova a vapor para gatos funciona,2,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova a vapor para gatos shopee,10,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova banho gato,1,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova com vapor gato,1,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova com vapor para gato,1,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova com vapor para gatos,17,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova de banho para gato,3,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova de borracha para gatos,1,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova de gato,43,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova de gato a vapor,2,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova de gato autolimpante,2,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova de gato com vapor,13,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova de gatos,2,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova de limpeza para gatos,3,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova de pelo de gato,17,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova de pelo gato,1,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova de pelo para gato,2,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova de pelos gato,4,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova de pelos para gatos,4,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova de pentear gato,3,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova de silicone para gatos,1,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova de tirar pelo de gato,1,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova de vapor gato,1,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova de vapor para gato,7,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova de vapor para gatos,10,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova elástica para gatos,1,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova elétrica para gatos,2,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova gatinho,1,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova gato,90,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova gato agua,1,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova gato pelo longo,6,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova gato vapor,17,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova gatos,13,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova gatos pelo longo,3,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova gatos vapor,6,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova higienica para gatos,2,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova para escovar gato,3,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova para escovar gatos,4,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova para gato,56,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova para gato com vapor,7,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova para gato pelo longo,4,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova para gatos,124,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova para gatos a vapor,2,0,"0,00","0,00","0,00%","0,00%", --
escova para pelo de gato,Termos de pesquisa sem classificação,escova para gatos autolimpante,8,0,"0,00","0,00","0,00%","0,00%", --
