Palavra-chave de pesquisa
3 de março de 2026 - 28 de julho de 2026
Dia,Pesquisar palavra-chave,Status da palavra-chave da rede de pesquisa,Motivos do status da palavra-chave da rede de pesquisa,Pesquisar tipo de correspondência de palavra-chave,Campanha,Grupo de anúncios,Código da moeda,CPC máx. da palavra-chave,Cliques,Impr.,CTR,CPC méd.,Custo,% de impr. (1ª posição),% de impr. (parte sup.),Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.
2026-07-22,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,16,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-23,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,8,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-26,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-27,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-28,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-03-10,Maquina laser 1390,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-03-11,Maquina laser 1390,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,87,"0,00%",0,"0,00","18,42%","78,95%","0,00",0,0,0
2026-03-14,Maquina laser 1390,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,11,"0,00%",0,"0,00","10,00%","70,00%","0,00",0,0,0
2026-03-26,Maquina laser 1390,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-03-27,Maquina laser 1390,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-20,Maquina laser 1390,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-21,Maquina laser 1390,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-03-10,Maquina laser 1490,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-03-13,Maquina laser 1490,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,7,"0,00%",0,"0,00","57,14%","85,71%","0,00",0,0,0
2026-03-14,Maquina laser 1490,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-03-11,Maquina laser 1610,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-03-12,Maquina laser 1610,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-12,Maquina laser com camera,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,14,"0,00%",0,"0,00","28,57%","100,00%","0,00",0,0,0
2026-03-26,Maquina laser com camera,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-04-17,Maquina laser com camera,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,15,"0,00%",0,"0,00","12,50%","87,50%","0,00",0,0,0
2026-04-18,Maquina laser com camera,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-04-19,Maquina laser com camera,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,12,"0,00%",0,"0,00","25,00%","75,00%","0,00",0,0,0
2026-04-20,Maquina laser com camera,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-29,Maquina laser com camera,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-01,Maquina laser com camera,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-07,Maquina laser com camera,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-11,Maquina laser com camera,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-16,Maquina laser com camera,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-26,Maquina laser com camera,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-03-12,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,13,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-13,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,17,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-03-27,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-04-13,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-04-14,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00","50,00%","75,00%","0,00",0,0,0
2026-04-20,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,12,"0,00%",0,"0,00","37,50%","100,00%","0,00",0,0,0
2026-04-21,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,13,"0,00%",0,"0,00","33,33%","66,67%","0,00",0,0,0
2026-05-19,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-05-20,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,8,"0,00%",0,"0,00","20,00%","20,00%","0,00",0,0,0
2026-05-23,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,11,"0,00%",0,"0,00","33,33%","66,67%","0,00",0,0,0
2026-05-26,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-07,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-28,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-06-29,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,9,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-30,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-02,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,11,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-03,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,13,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-04,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-07,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-08,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,9,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-09,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-10,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,13,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-12,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,17,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-13,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,15,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-14,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-15,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-16,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,7,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-17,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,14,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-22,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-23,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-24,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-03-10,Maquina laser acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,6,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-03-11,Maquina laser acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,52,"0,00%",0,"0,00","28,21%","82,05%","0,00",0,0,0
2026-03-14,Maquina laser acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,6,"0,00%",0,"0,00","40,00%","100,00%","0,00",0,0,0
2026-04-14,Maquina laser acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-17,Maquina laser acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-18,Maquina laser acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-19,Maquina laser acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-20,Maquina laser acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,7,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-21,Maquina laser acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-05-23,Maquina laser acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-05-27,Maquina laser acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-25,Maquina laser acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,7,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-01,Maquina laser acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-25,Maquina laser acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-07-26,Maquina laser acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-03-27,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,6,"0,00%",0,"0,00","66,67%","100,00%","0,00",0,0,0
2026-04-14,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-18,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,9,"0,00%",0,"0,00","0,00%","75,00%","0,00",0,0,0
2026-04-20,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,27,"0,00%",0,"0,00","28,57%","57,14%","0,00",0,0,0
2026-04-21,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,15,"0,00%",0,"0,00","12,50%","62,50%","0,00",0,0,0
2026-05-20,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,16,"0,00%",0,"0,00","0,00%","71,43%","0,00",0,0,0
2026-05-23,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-25,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-06-26,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,8,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,15,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-28,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,13,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-29,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,17,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-30,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,13,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-01,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,27,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-02,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,17,"0,00%",0,"0,00","25,00%","25,00%","0,00",0,0,0
2026-07-04,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-07,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,23,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-08,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,12,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-09,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,9,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-10,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,15,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-13,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,30,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-16,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,10,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-17,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,10,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-23,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,14,"0,00%",0,"0,00","0,00%","85,71%","0,00",0,0,0
2026-07-27,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-28,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-03-12,Maquina laser 3020,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-03-11,maquina laser ccd,Não qualificado,raramente exibido,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-03-12,maquina laser ccd,Não qualificado,raramente exibido,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,9,"0,00%",0,"0,00","33,33%","100,00%","0,00",0,0,0
2026-03-14,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00","0,00%","66,67%","0,00",0,0,0
2026-03-25,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-26,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-04-12,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-13,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-14,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-17,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-30,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-01,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,7,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-07-02,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,8,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-07-03,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,8,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-04,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-07,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,10,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-08,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,26,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-09,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,10,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-10,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,25,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-13,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,36,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-14,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,24,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-16,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,13,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-17,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,13,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-20,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-07-21,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-22,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-23,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,10,"0,00%",0,"0,00","14,29%","71,43%","0,00",0,0,0
2026-07-24,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,11,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-07-26,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-27,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-28,Maquina de corte acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-03-13,Melhor maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,19,"0,00%",0,"0,00","31,25%","100,00%","0,00",0,0,0
2026-03-14,Melhor maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,7,"0,00%",0,"0,00","33,33%","66,67%","0,00",0,0,0
2026-03-27,Melhor maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00","0,00%","75,00%","0,00",0,0,0
2026-04-15,Melhor maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-04-16,Melhor maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-05-19,Melhor maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-05-20,Melhor maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,23,"0,00%",0,"0,00",0,0,"0,00",0,0,0
